marque,modele,marque_et_modele,boite_vitesse,couleur,critair,categorie,cylindree,kilometrage,nb_places,nb_portes,nb_vitesses,puissance_fiscale,puissance_physique,carburant,annee,nb_roues_motrices,prix
renault,scenic,renault scenic,automatique,Blanc,niveau 1,monospace,1330,43045,5,5,7,7,140,essence,2018,2 roues motrices,19990
peugeot,3008,peugeot 3008,manuelle,Orange,niveau 2,suv-4x4,1499,97580,5,5,6,7,130,diesel,2020,2 roues motrices,18790
fiat,500,fiat 500,automatique,Blanc,niveau 0,citadine,0,15105,4,3,1,3,118,electrique,2021,2 roues motrices,19589
citroën,c3 aircross,citroën c3 aircross,manuelle,Blanc,niveau 1,suv-4x4,1199,39510,5,5,6,6,110,essence,2021,2 roues motrices,18490
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,39964,5,5,6,5,102,essence,2020,2 roues motrices,17990
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,13424,5,5,6,5,102,essence,2022,2 roues motrices,17980
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,24131,5,5,5,4,75,essence,2022,2 roues motrices,16935
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,15000,7,5,8,7,131,diesel,2023,2 roues motrices,38450
peugeot,308,peugeot 308,manuelle,Blanc,niveau 1,berline,1199,23268,5,5,6,5,110,essence,2019,2 roues motrices,17990
mercedes,classe v,mercedes classe v,automatique,Noir,niveau 2,monospace,1950,31127,6,4,9,9,163,diesel,2021,2 roues motrices,59989
peugeot,308,peugeot 308,automatique,Bleu,niveau 1,berline,1598,87793,5,5,8,13,225,essence,2019,2 roues motrices,20580
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,3232,5,5,8,7,131,essence,2023,2 roues motrices,26979
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,72545,5,5,5,4,82,essence,2018,2 roues motrices,10979
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,42426,5,5,8,5,102,essence,2021,2 roues motrices,20880
citroën,berlingo,citroën berlingo,manuelle,Blanc,niveau 2,utilitaire,1499,100,3,4,6,5,102,diesel,2023,2 roues motrices,25872
mercedes,classe c,mercedes classe c,automatique,Blanc,niveau 2,break,1598,76700,5,5,9,8,159,diesel,2020,2 roues motrices,29876
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,100,5,5,5,4,83,essence,2023,2 roues motrices,18874
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,44800,5,5,5,4,68,essence,2018,2 roues motrices,10834
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,30200,5,5,5,4,83,essence,2021,2 roues motrices,14338
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,26900,5,5,5,4,83,essence,2021,2 roues motrices,14335
citroën,c4 picasso,citroën c4 picasso,automatique,Gris,niveau 1,monospace,1199,78400,5,5,6,7,131,essence,2017,2 roues motrices,15847
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,100,5,5,5,4,83,essence,2023,2 roues motrices,18874
citroën,berlingo,citroën berlingo,manuelle,Blanc,niveau 2,utilitaire,1499,100,2,4,6,5,102,diesel,2023,2 roues motrices,24852
citroën,c4 picasso,citroën c4 picasso,automatique,Gris,niveau 2,monospace,1560,73002,5,5,6,6,120,diesel,2018,2 roues motrices,15626
mini,one,mini one,manuelle,Noir,niveau 1,citadine,1998,5011,5,5,6,9,178,essence,2021,2 roues motrices,25490
citroën,c3,citroën c3,manuelle,Sable,niveau 2,citadine,1499,42715,5,5,6,5,102,diesel,2022,2 roues motrices,14990
citroën,c5 x,citroën c5 x,automatique,Noir,niveau 1,berline,1598,18361,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,36990
citroën,c4,citroën c4,automatique,Bleu,niveau 0,berline,0,8913,5,5,0,4,136,electrique,2022,2 roues motrices,29990
citroën,c3 aircross,citroën c3 aircross,automatique,Blanc,niveau 2,suv-4x4,1499,72922,5,5,6,6,120,diesel,2020,2 roues motrices,17390
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,17897,5,5,6,6,110,essence,2022,2 roues motrices,18990
volkswagen,t-roc,volkswagen t-roc,manuelle,Gris,niveau 1,suv-4x4,1498,10169,5,5,6,8,150,essence,2022,2 roues motrices,27990
citroën,jumpy,citroën jumpy,automatique,Noir,niveau 2,utilitaire,1997,3000,5,,8,7,145,diesel,2023,2 roues motrices,49990
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,46488,5,5,6,5,102,diesel,2022,2 roues motrices,18990
peugeot,308,peugeot 308,automatique,Blanc,niveau 1,berline,1598,14206,5,5,8,8,150,hybride rechargeable,2022,2 roues motrices,36390
ds,ds 3,ds ds 3,automatique,Noir,niveau 2,citadine,1499,24230,5,5,8,7,130,diesel,2021,2 roues motrices,26790
peugeot,308,peugeot 308,automatique,Blanc,niveau 1,berline,1199,2,5,5,8,7,130,essence,2023,2 roues motrices,35470
citroën,c3,citroën c3,manuelle,Bleu,niveau 1,citadine,1199,18437,5,5,5,4,83,essence,2022,2 roues motrices,16550
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,14937,5,5,5,4,83,essence,2022,2 roues motrices,16876
citroën,c3,citroën c3,manuelle,Bleu,niveau 1,citadine,1199,18437,5,5,5,4,83,essence,2022,2 roues motrices,16550
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,14937,5,5,5,4,83,essence,2022,2 roues motrices,16876
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,80056,5,5,5,4,68,essence,2019,2 roues motrices,10490
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,69776,5,5,5,6,110,essence,2016,2 roues motrices,10990
citroën,c3,citroën c3,manuelle,Noir,niveau 1,citadine,1199,75238,5,5,5,4,82,essence,2018,2 roues motrices,11990
volvo,s60,volvo s60,automatique,Blanc,niveau 2,berline,1969,63864,5,4,6,8,150,diesel,2018,2 roues motrices,22990
renault,captur,renault captur,manuelle,Gris,niveau 2,suv-4x4,1461,148197,5,5,5,4,90,diesel,2016,2 roues motrices,10290
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,25134,5,5,5,4,82,essence,2019,2 roues motrices,14290
opel,corsa,opel corsa,automatique,Rouge,niveau 0,citadine,0,15476,5,5,1,4,136,electrique,2022,2 roues motrices,24990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,19223,5,5,5,4,82,essence,2019,2 roues motrices,14390
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,18977,5,5,8,5,100,essence,2020,2 roues motrices,19770
toyota,aygo,toyota aygo,manuelle,Gris,niveau 1,citadine,998,6124,4,5,5,4,72,essence,2019,2 roues motrices,11990
renault,clio,renault clio,manuelle,Noir,niveau 1,citadine,999,25686,5,5,5,4,65,essence,2020,2 roues motrices,12770
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,14137,5,5,5,4,75,essence,2022,2 roues motrices,17990
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,32008,5,5,5,4,75,essence,2020,2 roues motrices,13990
peugeot,308,peugeot 308,automatique,Bleu,niveau 2,berline,1499,22091,5,5,8,7,130,diesel,2022,2 roues motrices,32990
citroën,c3,citroën c3,manuelle,Bleu,niveau 1,citadine,1199,18437,5,5,5,4,83,essence,2022,2 roues motrices,16550
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 1,suv-4x4,1199,10172,5,5,8,7,130,essence,2022,2 roues motrices,28290
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,14937,5,5,5,4,83,essence,2022,2 roues motrices,16876
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,19370,5,5,6,5,102,diesel,2022,2 roues motrices,17290
opel,mokka,opel mokka,manuelle,Rouge,niveau 1,suv-4x4,1199,20334,5,5,6,5,100,essence,2022,2 roues motrices,21490
opel,crossland,opel crossland,manuelle,Blanc,niveau 1,suv-4x4,1199,41743,5,5,6,6,110,essence,2020,2 roues motrices,16990
opel,grandland,opel grandland,automatique,Gris,niveau 2,suv-4x4,1499,22503,5,5,8,7,130,diesel,2022,2 roues motrices,32890
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,15095,5,5,5,4,75,essence,2022,2 roues motrices,17490
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,20044,5,5,5,4,75,essence,2020,2 roues motrices,13370
peugeot,308,peugeot 308,manuelle,Blanc,niveau 1,berline,1199,22777,5,5,6,6,110,essence,2023,2 roues motrices,24990
peugeot,2008,peugeot 2008,automatique,Orange,niveau 0,suv-4x4,0,30385,5,5,1,4,136,electrique,2020,2 roues motrices,22990
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,58859,5,5,5,4,82,essence,2018,2 roues motrices,11270
peugeot,rifter,peugeot rifter,manuelle,Blanc,niveau 1,familiale,1199,44305,5,5,6,6,110,essence,2019,2 roues motrices,25990
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 2,suv-4x4,1499,19950,5,5,6,6,110,diesel,2022,2 roues motrices,23900
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,24241,5,5,5,4,82,essence,2019,2 roues motrices,14990
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,41189,5,5,6,6,130,essence,2020,2 roues motrices,21490
peugeot,108,peugeot 108,manuelle,Blanc,niveau 1,citadine,998,49572,4,3,5,4,72,essence,2019,2 roues motrices,9590
peugeot,308,peugeot 308,manuelle,Gris,niveau 2,berline,1499,33410,5,5,6,7,130,diesel,2020,2 roues motrices,20490
citroën,c3,citroën c3,manuelle,Bleu,niveau 1,citadine,1199,18437,5,5,5,4,83,essence,2022,2 roues motrices,16550
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,14937,5,5,5,4,83,essence,2022,2 roues motrices,16876
peugeot,208,peugeot 208,automatique,Gris,niveau 0,citadine,0,19718,5,5,1,4,136,electrique,2021,2 roues motrices,20990
ford,mondeo,ford mondeo,automatique,Blanc,niveau 1,berline,1998,66791,5,4,6,7,140,hybride,2017,2 roues motrices,20470
nissan,leaf,nissan leaf,automatique,Bleu,niveau 0,berline,0,37902,5,5,1,4,150,electrique,2019,2 roues motrices,18990
citroën,c3,citroën c3,automatique,Gris,niveau 1,citadine,1199,22070,5,5,6,6,110,essence,2022,2 roues motrices,20980
peugeot,308,peugeot 308,manuelle,Bleu,niveau 1,berline,1199,83083,5,5,6,6,130,essence,2020,2 roues motrices,17590
peugeot,308,peugeot 308,automatique,Gris,niveau 2,berline,1997,130663,5,5,6,8,150,diesel,2014,2 roues motrices,12790
peugeot,508,peugeot 508,automatique,Bleu,niveau 1,berline,1199,28375,5,5,8,7,130,essence,2022,2 roues motrices,29590
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,53118,5,5,6,5,110,essence,2018,2 roues motrices,13900
peugeot,308,peugeot 308,manuelle,Noir,niveau 2,berline,1499,71174,5,5,6,5,100,diesel,2019,2 roues motrices,15450
toyota,corolla,toyota corolla,automatique,Blanc,niveau 1,berline,1987,73527,5,5,1,7,152,hybride,2019,2 roues motrices,21350
ds,ds 7,ds ds 7,automatique,Noir,niveau 1,suv-4x4,1199,17980,5,5,8,7,131,essence,2021,2 roues motrices,27990
peugeot,508,peugeot 508,automatique,Bleu,niveau 2,berline,,124647,5,5,8,6,130,diesel,2019,,20490
citroën,c5 x,citroën c5 x,automatique,Blanc,niveau 0,berline,,25000,5,5,8,10,181,hybride rechargeable,2022,,41990
opel,crossland,opel crossland,manuelle,Blanc,niveau 1,suv-4x4,1199,17830,5,5,6,6,110,essence,2022,2 roues motrices,19990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,29720,5,5,5,4,75,essence,2020,2 roues motrices,12990
opel,corsa,opel corsa,manuelle,Bleu,niveau 1,citadine,1199,19799,5,5,5,4,75,essence,2022,2 roues motrices,14690
opel,grandland,opel grandland,automatique,Rouge,niveau 1,suv-4x4,1199,93593,5,5,6,7,130,essence,2018,2 roues motrices,17390
opel,combo,opel combo,manuelle,Blanc,niveau 2,familiale,1499,1650,5,5,6,5,100,diesel,2022,2 roues motrices,22990
opel,grandland,opel grandland,automatique,Rouge,niveau 1,suv-4x4,1598,9165,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,34590
opel,crossland,opel crossland,automatique,Noir,niveau 2,suv-4x4,1499,34382,5,5,6,6,120,diesel,2022,2 roues motrices,22990
opel,mokka,opel mokka,manuelle,Gris,niveau 1,suv-4x4,1199,25073,5,5,6,5,100,essence,2022,2 roues motrices,19990
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,37251,5,5,6,5,100,essence,2020,2 roues motrices,19690
opel,corsa,opel corsa,automatique,Bleu,niveau 0,citadine,0,42590,5,5,1,4,136,electrique,2020,2 roues motrices,19490
opel,mokka,opel mokka,manuelle,Rouge,niveau 1,suv-4x4,1199,23080,5,5,6,5,100,essence,2022,2 roues motrices,21690
opel,mokka,opel mokka,manuelle,Noir,niveau 1,suv-4x4,1199,1558,5,5,6,7,136,essence,2022,2 roues motrices,25890
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,21908,5,5,5,4,75,essence,2022,2 roues motrices,14690
opel,corsa,opel corsa,manuelle,Rouge,niveau 1,citadine,1199,19266,5,5,5,4,75,essence,2022,2 roues motrices,14690
opel,crossland,opel crossland,manuelle,Blanc,niveau 2,suv-4x4,1499,22098,5,5,6,6,110,diesel,2022,2 roues motrices,19490
opel,mokka,opel mokka,automatique,Blanc,niveau 0,suv-4x4,0,17026,5,5,1,4,136,electrique,2021,2 roues motrices,28690
opel,astra,opel astra,automatique,Bleu,niveau 2,break,1496,49370,5,5,9,6,122,diesel,2020,2 roues motrices,20690
opel,crossland,opel crossland,manuelle,Gris,niveau 2,suv-4x4,1499,23510,5,5,6,6,110,diesel,2022,2 roues motrices,19090
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,27570,5,5,6,5,100,essence,2021,2 roues motrices,16290
opel,mokka,opel mokka,manuelle,Gris,niveau 1,suv-4x4,1199,7752,5,5,6,7,130,essence,2021,2 roues motrices,22590
volkswagen,polo,volkswagen polo,manuelle,Gris,niveau 1,citadine,999,34349,5,5,5,5,95,essence,2020,2 roues motrices,16990
renault,captur,renault captur,manuelle,Gris,niveau 1,suv-4x4,999,27578,5,5,6,5,90,essence,2021,2 roues motrices,17790
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,23261,5,5,6,5,110,essence,2020,2 roues motrices,15490
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,21463,5,5,8,10,180,hybride rechargeable,2020,2 roues motrices,30390
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,32,5,5,5,4,83,essence,2022,2 roues motrices,17290
peugeot,5008,peugeot 5008,manuelle,Gris,niveau 1,suv-4x4,1199,33441,7,5,6,7,130,essence,2022,2 roues motrices,29990
citroën,c4,citroën c4,automatique,Noir,niveau 2,berline,1499,130328,7,5,8,6,130,diesel,2019,2 roues motrices,17390
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,31857,5,5,5,4,83,essence,2020,2 roues motrices,15190
opel,corsa,opel corsa,manuelle,Noir,niveau 1,citadine,1199,11106,5,5,5,4,75,essence,2023,2 roues motrices,14990
opel,corsa,opel corsa,manuelle,Rouge,niveau 1,citadine,1199,11799,5,5,5,4,75,essence,2022,2 roues motrices,14990
peugeot,308,peugeot 308,automatique,Blanc,niveau 1,berline,1199,19889,5,5,8,7,130,essence,2023,2 roues motrices,29789
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,38567,5,5,8,10,181,hybride rechargeable,2021,2 roues motrices,31789
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,72426,5,5,8,6,130,diesel,2019,2 roues motrices,24989
peugeot,208,peugeot 208,manuelle,Gris,niveau 2,citadine,1499,20481,5,5,6,5,100,diesel,2022,2 roues motrices,20290
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,25409,5,5,6,7,130,essence,2022,2 roues motrices,23490
peugeot,308,peugeot 308,manuelle,Gris,niveau 2,berline,1499,18729,5,5,6,7,130,diesel,2022,2 roues motrices,28290
ds,ds 3,ds ds 3,automatique,Blanc,niveau 0,citadine,0,8661,5,5,1,4,136,electrique,2021,2 roues motrices,27990
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 0,suv-4x4,0,11802,5,5,1,4,136,electrique,2021,2 roues motrices,27990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,83119,5,5,5,4,83,essence,2021,2 roues motrices,13390
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,10045,5,5,5,4,83,essence,2021,2 roues motrices,15990
renault,scenic,renault scenic,manuelle,Rouge,niveau 2,monospace,1750,61037,5,5,6,6,120,diesel,2019,2 roues motrices,19990
peugeot,308,peugeot 308,manuelle,Gris,niveau 1,berline,1199,21661,5,5,6,6,110,essence,2021,2 roues motrices,18290
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,10506,5,5,5,4,83,essence,2020,2 roues motrices,15490
citroën,c3 aircross,citroën c3 aircross,manuelle,Sable,niveau 1,suv-4x4,1199,62100,5,5,6,5,110,essence,2019,2 roues motrices,15990
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,30389,5,5,6,5,100,essence,2020,2 roues motrices,19790
citroën,c4,citroën c4,automatique,Gris,niveau 2,berline,1499,22500,5,5,8,7,131,diesel,2022,2 roues motrices,29390
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,22392,5,5,5,4,75,essence,2021,2 roues motrices,17990
peugeot,3008,peugeot 3008,manuelle,Noir,niveau 1,suv-4x4,1199,77500,5,5,6,7,131,essence,2019,2 roues motrices,22390
peugeot,5008,peugeot 5008,manuelle,Blanc,niveau 2,suv-4x4,1499,67293,7,5,6,7,130,diesel,2019,2 roues motrices,26990
citroën,c3,citroën c3,automatique,Gris,niveau 1,citadine,1199,17200,5,5,6,6,110,essence,2022,2 roues motrices,19500
skoda,kodiaq,skoda kodiaq,automatique,Blanc,niveau 2,suv-4x4,1968,70544,7,5,7,8,150,diesel,2019,2 roues motrices,27290
citroën,c4,citroën c4,manuelle,Rouge,niveau 1,berline,1199,37530,5,5,6,7,131,essence,2019,2 roues motrices,23290
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1199,56968,5,5,6,7,130,essence,2018,2 roues motrices,22990
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,10717,5,5,6,7,130,essence,2022,2 roues motrices,26590
citroën,c3 aircross,citroën c3 aircross,automatique,Gris,niveau 2,suv-4x4,1499,35573,5,5,6,6,120,diesel,2022,2 roues motrices,21990
citroën,c5 aircross,citroën c5 aircross,automatique,Bleu,niveau 1,suv-4x4,1199,25183,5,5,8,7,131,essence,2022,2 roues motrices,28990
citroën,c4,citroën c4,manuelle,Gris,niveau 2,berline,1499,60592,5,5,6,6,130,diesel,2018,2 roues motrices,19490
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,20759,5,5,5,4,75,essence,2021,2 roues motrices,13990
opel,corsa,opel corsa,manuelle,Blanc,niveau 1,citadine,1199,17177,5,5,5,4,75,essence,2021,2 roues motrices,13990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,20759,5,5,5,4,75,essence,2021,2 roues motrices,14490
opel,crossland,opel crossland,automatique,Gris,niveau 2,suv-4x4,1499,53596,5,5,6,6,120,diesel,2021,2 roues motrices,19490
renault,kadjar,renault kadjar,automatique,Bleu,niveau 2,suv-4x4,1461,62578,5,5,6,5,110,diesel,2018,2 roues motrices,17890
renault,captur,renault captur,manuelle,Rouge,niveau 1,suv-4x4,899,67147,5,5,5,5,90,essence,2016,2 roues motrices,12590
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,17761,5,5,6,5,100,essence,2020,2 roues motrices,18690
peugeot,5008,peugeot 5008,automatique,Vert,niveau 2,suv-4x4,1499,7412,7,5,8,7,130,diesel,2023,2 roues motrices,36990
peugeot,2008,peugeot 2008,manuelle,Bleu,niveau 1,suv-4x4,1199,23142,5,5,6,7,130,essence,2022,2 roues motrices,23189
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,7622,5,5,8,7,130,diesel,2023,2 roues motrices,33990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,28305,5,5,5,4,75,essence,2020,2 roues motrices,15289
peugeot,508,peugeot 508,automatique,Gris,niveau 1,berline,1598,97450,5,5,8,10,180,essence,2019,2 roues motrices,20890
citroën,c5 aircross,citroën c5 aircross,manuelle,Gris,niveau 2,suv-4x4,1499,27050,5,5,6,7,131,diesel,2022,2 roues motrices,29490
ds,ds 3,ds ds 3,automatique,Gris,niveau 0,citadine,0,7001,5,5,1,4,136,electrique,2020,2 roues motrices,28950
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,40239,5,5,5,4,82,essence,2019,2 roues motrices,13790
peugeot,208,peugeot 208,manuelle,Jaune,niveau 2,citadine,1499,37011,5,5,6,5,100,diesel,2020,2 roues motrices,15290
citroën,c3 aircross,citroën c3 aircross,manuelle,Rouge,niveau 2,suv-4x4,1499,64223,5,5,6,5,102,diesel,2019,2 roues motrices,15289
opel,crossland,opel crossland,manuelle,Blanc,niveau 2,suv-4x4,1499,25574,5,5,6,6,110,diesel,2021,2 roues motrices,18789
renault,kadjar,renault kadjar,manuelle,,niveau 2,suv-4x4,1461,84000,5,5,6,5,110,diesel,2015,2 roues motrices,13790
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,18170,5,5,5,4,75,essence,2022,2 roues motrices,14990
renault,zoe,renault zoe,automatique,Bleu,niveau 0,citadine,0,42598,5,5,1,1,90,electrique,2018,2 roues motrices,9789
opel,crossland,opel crossland,manuelle,Gris,niveau 2,suv-4x4,1499,24453,5,5,6,6,110,diesel,2023,2 roues motrices,23990
peugeot,3008,peugeot 3008,manuelle,Noir,niveau 1,suv-4x4,1199,72882,5,5,6,7,130,essence,2017,2 roues motrices,19490
opel,corsa,opel corsa,manuelle,Rouge,niveau 1,citadine,1199,15613,5,5,5,4,75,essence,2022,2 roues motrices,14990
opel,corsa,opel corsa,automatique,Gris,niveau 1,citadine,1199,4,5,5,8,5,100,essence,2023,2 roues motrices,23990
opel,crossland,opel crossland,automatique,Noir,niveau 1,suv-4x4,1199,29434,5,5,6,7,130,essence,2022,2 roues motrices,24990
opel,crossland,opel crossland,automatique,Gris,niveau 1,suv-4x4,1199,22171,5,5,6,7,130,essence,2022,2 roues motrices,23990
opel,astra,opel astra,manuelle,Noir,niveau 2,berline,1496,44003,5,5,6,6,122,diesel,2021,2 roues motrices,18490
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 2,suv-4x4,1499,28612,5,5,6,6,110,diesel,2022,2 roues motrices,19490
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,20544,5,5,6,6,110,essence,2021,2 roues motrices,17190
seat,leon,seat leon,automatique,Noir,niveau 1,berline,1395,48000,5,5,6,8,150,hybride rechargeable,2020,2 roues motrices,27490
citroën,berlingo,citroën berlingo,manuelle,Gris,niveau 2,familiale,1499,48070,5,5,5,5,102,diesel,2020,2 roues motrices,22990
peugeot,3008,peugeot 3008,automatique,Blanc,,suv-4x4,,117331,5,5,8,11,200,hybride rechargeable,2020,,25990
peugeot,3008,peugeot 3008,automatique,Bleu,,suv-4x4,,43775,5,5,8,10,180,hybride rechargeable,2020,,31490
peugeot,308,peugeot 308,manuelle,Gris,niveau 2,berline,,122729,5,5,5,4,92,diesel,2015,,9990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,18976,5,5,5,4,75,essence,2022,2 roues motrices,18990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,23184,5,5,5,4,83,essence,2021,2 roues motrices,13489
peugeot,308,peugeot 308,manuelle,Gris,niveau 2,berline,1499,148655,5,5,6,5,100,diesel,2020,2 roues motrices,12290
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,4706,5,5,5,4,82,essence,2019,2 roues motrices,15519
peugeot,2008,peugeot 2008,automatique,Gris,niveau 0,suv-4x4,0,62951,5,5,1,4,136,electrique,2021,2 roues motrices,20990
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,57281,5,5,5,4,82,essence,2019,2 roues motrices,13892
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,13035,5,5,6,5,102,essence,2022,2 roues motrices,23990
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,29257,5,5,5,4,82,essence,2019,2 roues motrices,13990
peugeot,308 sw,peugeot 308 sw,automatique,Gris,niveau 1,break,1199,13306,5,5,8,7,131,essence,2022,2 roues motrices,31880
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,70285,5,5,5,5,102,diesel,2019,2 roues motrices,13990
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,30253,5,5,8,10,181,hybride rechargeable,2021,4 roues motrices,31989
peugeot,208,peugeot 208,manuelle,Blanc,niveau 2,utilitaire,1499,70729,2,5,6,5,102,diesel,2020,2 roues motrices,10990
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 2,suv-4x4,1499,27298,5,5,6,6,109,diesel,2022,2 roues motrices,25980
peugeot,5008,peugeot 5008,manuelle,Gris,niveau 1,suv-4x4,1199,64785,7,5,6,7,131,essence,2019,2 roues motrices,22900
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,13652,5,5,6,5,102,essence,2022,2 roues motrices,18490
peugeot,308,peugeot 308,manuelle,Rouge,niveau 2,berline,1499,20950,5,5,6,7,131,diesel,2023,2 roues motrices,27990
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 1,suv-4x4,1199,34688,5,5,8,7,131,essence,2021,2 roues motrices,25500
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,51200,5,5,5,4,83,essence,2020,2 roues motrices,13428
renault,clio,renault clio,automatique,Blanc,niveau 1,citadine,1598,31600,5,5,4,5,90,hybride,2020,2 roues motrices,17872
land rover,range rover sport,land rover range rover sport,automatique,Gris,niveau 1,suv-4x4,1997,27800,5,5,8,17,300,hybride rechargeable,2020,4 roues motrices,78452
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,9981,5,5,8,7,131,diesel,2023,2 roues motrices,34990
citroën,c4,citroën c4,manuelle,Blanc,niveau 1,berline,1199,340,5,5,6,7,131,essence,2023,2 roues motrices,21900
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,55145,5,5,5,4,82,essence,2019,2 roues motrices,13490
renault,kadjar,renault kadjar,manuelle,Blanc,niveau 1,suv-4x4,1618,115410,5,5,6,9,163,essence,2017,2 roues motrices,14990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,26344,5,5,5,4,83,essence,2021,2 roues motrices,13690
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,37161,5,5,5,4,83,essence,2021,2 roues motrices,13290
